Páginas principales,Clics,Impresiones,CTR,Posición
https://www.fideltour.com/en/hotel-surveys/,0.0,523.0,0.0,13.5
https://www.fideltour.com/en/push-app-for-hotels/,0.0,460.0,0.0,6.5
https://www.fideltour.com/keytel-fr/,0.0,451.0,0.0,6.51
https://www.fideltour.com/sms-para-hoteles/,0.0,390.0,0.0,13.93
https://support.fideltour.com/portal/en/kb/articles/prepare-an-effective-satisfaction-survey,0.0,318.0,0.0,65.51
https://subdominio.fideltour.com/blog/marketing/e-mail-marketing-para-hoteles-por-donde-empezar/,0.0,317.0,0.0,59.77
https://www.fideltour.com/en/reporting-and-analytics-for-hotels/,0.0,271.0,0.0,7.07
https://backend.fideltour.com/t/view/dbea6aa471e3195e5b9125e2520098be/,0.0,210.0,0.0,41.11
https://www.fideltour.com/blog/eventos/world-travel-market/,0.0,201.0,0.0,25.91
https://backend.fideltour.com/t/view/e2bbe1d374ff7dd416dfcc0a7b588dc5/,0.0,192.0,0.0,32.22
https://www.fideltour.com/en/chatbot-for-hotels/,0.0,182.0,0.0,8.62
https://www.fideltour.com/pt-pt/ligar-se-ao-seu-cliente/,0.0,176.0,0.0,13.89
https://support.fideltour.com/portal/en/kb/articles/when-is-the-best-time-to-launch-a-campaign,0.0,163.0,0.0,8.36
https://www.fideltour.com/en/our-customers/,0.0,158.0,0.0,8.06
https://www.fideltour.com/blog/category/fideltour/,0.0,147.0,0.0,12.74
https://intranet.fideltour.com/es/guest-portal/V7X5/,0.0,144.0,0.0,3.62
https://www.fideltour.com/en/keytel-en/,0.0,140.0,0.0,8.93
https://backend.fideltour.com/t/view/59f58d493570a89c77566c6440f3688c/,0.0,135.0,0.0,25.88
https://www.fideltour.com/redes-sociales.hoteles/,0.0,124.0,0.0,8.24
https://www.fideltour.com/terminos-y-condiciones/,0.0,102.0,0.0,9.52
https://www.fideltour.com/blog/tag/fideltour/,0.0,102.0,0.0,11.58
https://subdominio.fideltour.com/blog/marketing/estrategias-marketing-hoteles/,0.0,101.0,0.0,55.67
https://support.fideltour.com/portal/es/kb/articles/rgpd,0.0,100.0,0.0,49.57
https://www.fideltour.com/en/guest-id-for-hotels/,0.0,97.0,0.0,6.46
https://www.fideltour.com/en/hotel-experiences/,0.0,87.0,0.0,6.55
https://www.fideltour.com/blog/author/be1756a24c/,0.0,80.0,0.0,10.55
https://automations.roadmap.fideltour.com/,0.0,79.0,0.0,12.57
https://www.fideltour.com/pt-pt/registo/,0.0,72.0,0.0,10.51
https://recruit.fideltour.com/jobs/Careers/21704000005188005/LATAM-Key-Account-Manager?source=CareerSite,0.0,71.0,0.0,8.32
https://www.fideltour.com/auditoria-fidelizacao/,0.0,71.0,0.0,23.21
https://www.fideltour.com/pt-pt/ligar-se-ao-seu-cliente-2/,0.0,71.0,0.0,63.97
https://www.fideltour.com/en/registration/,0.0,68.0,0.0,6.21
https://www.fideltour.com/blog/marketing/guest-journey-la-importancia-de-la-comunicacion-pre-estancia/,0.0,65.0,0.0,5.08
https://www.fideltour.com/pt-pt/mercado/,0.0,65.0,0.0,9.97
https://learn.fideltour.com/external/manual/hoteldatahub-api-v1/article/consentimientos-gdpr?p=a0f1f9539beee4f1ce92b65b4bf3ab0c79d06ca6324c0e30103270fe62ca1fdb,0.0,62.0,0.0,54.68
https://subdominio.fideltour.com/,0.0,58.0,0.0,6.07
https://backend.fideltour.com/t/view/82d5ac5ac0b10a1d230fd3bfe88a69ec/,0.0,58.0,0.0,71.86
https://management.fideltour.com/,0.0,55.0,0.0,11.22
https://www.fideltour.com/blog/tag/partnership/,0.0,55.0,0.0,15.36
https://www.fideltour.com/en/blog/fidelizacion-en/como-fidelizar-al-huesped/,0.0,54.0,0.0,46.59
https://www.fideltour.com/en/blog/author/be1756a24c/,0.0,53.0,0.0,14.85
https://www.fideltour.com/en/keytel-it/,0.0,53.0,0.0,16.06
https://www.fideltour.com/en/blog/tag/crm-para-hoteles-en/,0.0,52.0,0.0,49.94
https://intranet.fideltour.com/fr/guest-portal/9V6X/,0.0,50.0,0.0,11.54
https://www.fideltour.com/en/blog/crm-en/fideltour-crm-hotelero-fidelizacion-marketing/,0.0,50.0,0.0,49.38
https://support.fideltour.com/portal/en/kb/articles/what-is-the-crm-module-and-how-does-it-work,0.0,49.0,0.0,12.55
https://www.fideltour.com/en/success-stories/,0.0,48.0,0.0,7.35
https://intranet.fideltour.com/en/guest-portal/QVIP/register/,0.0,44.0,0.0,7.89
https://intranet.fideltour.com/en/guest-portal/VVPB/register/,0.0,43.0,0.0,10.79
https://subdominio.fideltour.com/en/know-your-customer/,0.0,42.0,0.0,11.33
https://www.fideltour.com/en/blog/fidelizacion-en/fidelizar-a-tu-cliente-mientras-esta-alojado/,0.0,42.0,0.0,42.95
https://support.fideltour.com/portal/es/kb/articles/como-funciona-el-proceso-de-envío-de-email-desde-fideltour,0.0,41.0,0.0,8.12
https://whatsapp.roadmap.fideltour.com/,0.0,40.0,0.0,12.88
https://www.fideltour.com/web-push-para-hoteles/,0.0,40.0,0.0,21.55
https://support.fideltour.com/portal/en/signin,0.0,39.0,0.0,6.38
https://intranet.fideltour.com/fr/guest-portal/FR/E7J3/,0.0,37.0,0.0,4.92
https://academy.fideltour.com/docs/modulo-crm/que-es-y-como-funciona-el-modulo-de-crm/,0.0,37.0,0.0,49.54
https://www.fideltour.com/en/blog/fideltalks-en/fideltalks-rebeca-artidiello-cool-hotels/,0.0,36.0,0.0,5.75
https://intranet.fideltour.com/en/guest-portal/9V6X/register/,0.0,35.0,0.0,9.4
https://backend.fideltour.com/t/view/134c2fabd34fdb59dd66da3e07a9b43f/,0.0,35.0,0.0,22.77
https://subdominio.fideltour.com/blog/marketing/estrategias-para-mejorar-marketing-hotelero/,0.0,35.0,0.0,49.06
https://rewards.roadmap.fideltour.com/,0.0,34.0,0.0,15.76
https://www.fideltour.com/pt-pt/melhorar-a-sua-reputacao/,0.0,33.0,0.0,9.21
https://recruit.fideltour.com/jobs/Careers/21704000004762031/Python-Developer?source=RSS,0.0,32.0,0.0,5.09
https://loyalty.fideltour.com/,0.0,32.0,0.0,15.56
https://www.fideltour.com/pt-pt/kit-digital/,0.0,31.0,0.0,11.87
https://recruit.fideltour.com/jobs/home/21704000005789057/LATAM-Customer-Support-Agent-?source=CareerSite,0.0,31.0,0.0,13.39
https://www.fideltour.com/blog/fideltour/fideltour-mejor-crm-de-europa/,0.0,30.0,0.0,4.9
https://support.fideltour.com/portal/es/kb/articles/cómo-creo-y-activo-mis-encuestas-de-durante-estancia-y-post-estancia-3-10-2024,0.0,30.0,0.0,7.8
https://intranet.fideltour.com/en/guest-portal/K7P4/register/,0.0,29.0,0.0,8.93
https://recruit.fideltour.com/jobs/home/21704000005578009/Director-Financiero---CFO?source=CareerSite,0.0,29.0,0.0,9.66
https://subdominio.fideltour.com/terminos-y-condiciones/,0.0,28.0,0.0,6.25
https://www.fideltour.com/blog/author/be1756a24c/page/3/,0.0,28.0,0.0,23.18
https://backend.fideltour.com/t/view/0fae70551c2956b2aa47345046fbfc41/,0.0,28.0,0.0,25.07
https://www.fideltour.com/blog/tag/eventos/,0.0,28.0,0.0,26.79
https://ia.roadmap.fideltour.com/,0.0,27.0,0.0,12.0
https://support.fideltour.com/portal/en/kb/articles/how-to-import-reservations-into-fideltour,0.0,26.0,0.0,5.38
https://support.fideltour.com/portal/es/kb/espacio-para-desarrolladores/configuración-avanzada,0.0,26.0,0.0,5.96
https://support.fideltour.com/portal/en/kb/articles/domain-and-ssl-configuration-manual,0.0,25.0,0.0,4.16
https://support.fideltour.com/portal/en/kb/articles/how-do-survey-alerts-work,0.0,25.0,0.0,12.28
https://iq.fideltour.com/,0.0,25.0,0.0,19.48
https://subdominio.fideltour.com/blog/reviews/como-crear-encuesta-perfecta-hotel/,0.0,25.0,0.0,27.24
https://support.fideltour.com/portal/es/kb/articles/por-qué-es-importante-el-peso-de-tus-e-mails,0.0,24.0,0.0,5.0
https://www.fideltour.com/en/contact-2/,0.0,24.0,0.0,7.46
https://intranet.fideltour.com/fr/guest-portal/E7J3/,0.0,24.0,0.0,12.0
https://recruit.fideltour.com/jobs/Careers/21704000004497046/Financial-controller?source=CareerSite,0.0,23.0,0.0,6.7
https://intranet.fideltour.com/en/guest-portal/DFDL/unsubscribe/a397580ff8da621069bec54904b8b46e/?unsubscribe,0.0,23.0,0.0,8.3
https://support.fideltour.com/portal/en/kb/articles/where-can-i-see-the-history-of-all-the-points-redeemed,0.0,23.0,0.0,8.78
https://intranet.fideltour.com/fr/guest-portal/E7J3/register/,0.0,23.0,0.0,11.43
https://www.fideltour.com/en/blog/marketing-en/estrategias-para-mejorar-marketing-hotelero/,0.0,23.0,0.0,30.87
https://www.fideltour.com/blog/crm/5-beneficios-de-contar-con-un-crm-hotelero/,0.0,22.0,0.0,4.41
https://recruit.fideltour.com/jobs/Careers/21704000003093003/AE---Barcelona?source=CareerSite,0.0,22.0,0.0,6.14
https://support.fideltour.com/portal/es/kb/articles/cómo-crear-mis-productos-de-rewards,0.0,22.0,0.0,10.23
https://www.fideltour.com/en/blog/fidelizacion-en/inversion-tecnologica-hoteles-rentabilidad/,0.0,22.0,0.0,29.05
https://recruit.fideltour.com/jobs/home/21704000002806052/Customer-Support?source=CareerSite,0.0,21.0,0.0,4.05
https://intranet.fideltour.com/guest-portal/7MY6/unsubscribe/216e06c260b21140203c6b1ef8228c21/,0.0,21.0,0.0,4.71
https://www.fideltour.com/en/success-stories/urban-hotel/,0.0,21.0,0.0,5.52
https://recruit.fideltour.com/jobs/Careers/21704000005640013/Web-Content-Executive?source=CareerSite,0.0,21.0,0.0,54.81
https://review.fideltour.com/,0.0,20.0,0.0,25.25
https://www.fideltour.com/recursos/nuestros-videos-crm-hotelero/,0.0,20.0,0.0,35.05
https://subdominio.fideltour.com/blog/fideltour/whatsapp-para-hoteles-fideltour/,0.0,19.0,0.0,10.26
https://backend.fideltour.com/t/view/56a428700e3f1ec8fd9772fccb174f6d/,0.0,19.0,0.0,38.89
https://www.fideltour.com/en/blog/marketing-en/e-mail-marketing-para-hoteles-por-donde-empezar/,0.0,19.0,0.0,51.26
https://recruit.fideltour.com/jobs/home/21704000004762031/Desarrollador-de-Python?source=CareerSite,0.0,19.0,0.0,68.63
https://www.fideltour.com/perfil/,0.0,18.0,0.0,5.83
https://support.fideltour.com/portal/en/kb/articles/brief-tour-of-the-review-module,0.0,18.0,0.0,6.94
https://www.fideltour.com/keytel-en/,0.0,18.0,0.0,6.94
https://support.fideltour.com/portal/es/newticket,0.0,18.0,0.0,8.17
https://backend.fideltour.com/t/view/cb10bdf140ecd21eccd27fc329068b2d/,0.0,18.0,0.0,41.89
https://b2c.roadmap.fideltour.com/app,0.0,18.0,0.0,50.06
https://www.fideltour.com/blog/tag/fidelizacion-hotelera/,0.0,17.0,0.0,5.59
https://support.fideltour.com/portal/en/kb/articles/how-do-i-segment-my-clients-in-fideltour,0.0,17.0,0.0,6.24
https://www.fideltour.com/en/resources/hotel-crm-training-videos/,0.0,17.0,0.0,6.59
https://recruit.fideltour.com/jobs/Careers/21704000005597037/Product-Manager?source=CareerSite,0.0,17.0,0.0,8.18
https://academy.fideltour.com/foros/,0.0,17.0,0.0,16.24
https://www.fideltour.com/en/blog/crm-en/big-data-en-el-sector-hotelero/,0.0,17.0,0.0,17.24
https://subdominio.fideltour.com/en/keytel-en/,0.0,17.0,0.0,25.71
https://backend.fideltour.com/t/view/17256835664af8d5eb94b7adee761f8f/,0.0,17.0,0.0,25.94
https://support.fideltour.com/portal/en/kb/articles/how-to-prevent-your-emails-from-falling-into-spam,0.0,16.0,0.0,5.62
https://intranet.fideltour.com/es/guest-portal/VVPB/register/,0.0,16.0,0.0,7.62
https://support.fideltour.com/portal/es/kb/articles/cómo-reducir-el-tamaño-y-peso-de-tus-e-mails-de-marketing,0.0,16.0,0.0,9.06
https://www.fideltour.com/en/blog/fidelizacion-en/como-fidelizar-en-hoteles-boutique/,0.0,16.0,0.0,10.94
https://backend.fideltour.com/t/view/6e7577970d8d63051ad903c281fb017a/,0.0,16.0,0.0,45.69
https://support.fideltour.com/portal/es/kb/articles/cómo-funcionan-las-alertas-de-las-encuestas,0.0,15.0,0.0,7.8
https://www.fideltour.com/en/fideltour-digital-kit/,0.0,15.0,0.0,8.33
https://www.fideltour.com/pt-pt/contacto/,0.0,15.0,0.0,26.4
https://subdominio.fideltour.com/en/contact/,0.0,14.0,0.0,9.14
https://www.fideltour.com/blog/recursos/guia-definitiva-para-mejorar-y-mantener-la-reputacion-online-de-tu-hotel/,0.0,14.0,0.0,9.93
https://backend.fideltour.com/t/verify-email/?token=b2916ca0c2120341c98c8e3a4fbc912d,0.0,14.0,0.0,10.0
https://backend.fideltour.com/t/view/1eeb299eb1e5a00733ddbab50a24673c/,0.0,14.0,0.0,43.86
https://recruit.fideltour.com/jobs/Careers/21704000004586055/Auxiliar-Administrativo?source=RSS,0.0,14.0,0.0,58.29
https://subdominio.fideltour.com/en/registration/,0.0,13.0,0.0,7.23
https://intranet.fideltour.com/es/guest-portal/9V6X/?recover_password_t,0.0,13.0,0.0,9.38
https://recruit.fideltour.com/jobs/Careers/21704000005789057/LATAM-Customer-Support-Agent-?source=CareerSite,0.0,13.0,0.0,9.85
https://backend.fideltour.com/t/link/f9e6de3bdbfb85cf30f92638a3d93964/b9adb22f399521e44823676500e56ed2526b5e6e000b7e0f4cac3c7f67ca4f9f/,0.0,13.0,0.0,20.31
https://www.fideltour.com/en/bookassist-lp-es/,0.0,13.0,0.0,32.15
https://academy.fideltour.com/cursos/fideltour-expert/,0.0,13.0,0.0,33.0
https://automations.roadmap.fideltour.com/app,0.0,13.0,0.0,62.46
https://www.fideltour.com/en/blog/,0.0,12.0,0.0,2.75
https://support.fideltour.com/portal/en/kb/articles/what-is-the-level-bonus-in-the-rewards-module,0.0,12.0,0.0,3.5
https://backend.fideltour.com/t/view/22a1dfa2ebd310f642abfbd568d3ff13/,0.0,12.0,0.0,7.25
https://support.fideltour.com/portal/en/kb/articles/how-is-the-rewards-module-configured,0.0,12.0,0.0,10.42
https://www.fideltour.com/pt-pt/historias-de-sucesso/,0.0,12.0,0.0,15.75
https://support.fideltour.com/portal/es/newticket?departmentId=37035000000007061,0.0,12.0,0.0,19.92
https://precheckin.fideltour.com/,0.0,12.0,0.0,39.92
https://subdominio.fideltour.com/blog/marketing/redes-sociales-para-hoteles/,0.0,12.0,0.0,47.0
https://subdominio.fideltour.com/blog/marketing/social-proof-para-hoteles/,0.0,11.0,0.0,4.27
https://www.fideltour.com/blog/marketing/rentabilidad-tendencias-marketing-hotelero/,0.0,11.0,0.0,5.64
https://intranet.fideltour.com/es/guest-portal/K7P4/register/,0.0,11.0,0.0,6.18
https://intranet.fideltour.com/en/guest-portal/K7P4/?recover_password_t,0.0,11.0,0.0,7.64
https://subdominio.fideltour.com/en/social-networks-for-hotels/,0.0,11.0,0.0,8.09
https://www.fideltour.com/en/success-stories/case-study-urban-hotel-axel/,0.0,11.0,0.0,8.55
https://subdominio.fideltour.com/blog/marketing/black-friday-promociones-hoteles-2/,0.0,11.0,0.0,8.64
https://intranet.fideltour.com/es/guest-portal/V7X5/register/,0.0,11.0,0.0,12.91
https://intranet.fideltour.com/en/guest-portal/DFDL/unsubscribe/6aeb8851ace879b7bbe53796f2fdc01c/?unsubscribe,0.0,11.0,0.0,13.64
https://www.fideltour.com/blog/recursos/,0.0,11.0,0.0,22.82
https://rewards.roadmap.fideltour.com/app,0.0,11.0,0.0,39.45
https://cdp.roadmap.fideltour.com/app,0.0,11.0,0.0,70.09
https://www.fideltour.com/blog/marketing/branding-hotelero-el-revenue-manager-silencioso/,0.0,10.0,0.0,8.0
https://www.fideltour.com/thankyou-freemium/,0.0,10.0,0.0,16.8
https://recruit.fideltour.com/jobs/home/21704000005789057/LATAM-Customer-Support-Agent?source=CareerSite,0.0,9.0,0.0,9.56
https://intranet.fideltour.com/de/guest-portal/E7J3/register/,0.0,9.0,0.0,14.56
https://subdominio.fideltour.com/blog/fidelizacion/auditoria-de-fidelizacion-para-hoteles/,0.0,9.0,0.0,24.22
https://recruit.fideltour.com/jobs/Careers/21704000004497046/Financial-controller?source=RSS,0.0,9.0,0.0,25.89
https://subdominio.fideltour.com/blog/reviews/encuestas-para-hoteles-mejora-negocio/,0.0,9.0,0.0,32.67
https://subdominio.fideltour.com/blog/crm/fideltour-crm-hotelero-fidelizacion-marketing/,0.0,9.0,0.0,36.22
https://recruit.fideltour.com/jobs/home/21704000005418173/Digital-Marketing-Specialist?source=CareerSite,0.0,9.0,0.0,47.89
https://subdominio.fideltour.com/recursos/workshops/,0.0,8.0,0.0,3.62
https://subdominio.fideltour.com/en/success-stories/,0.0,8.0,0.0,4.12
https://subdominio.fideltour.com/recursos/webinars/,0.0,8.0,0.0,4.25
https://support.fideltour.com/portal/es/kb/articles/cómo-añadir-las-ventajas-que-tiene-cada-nivel-del-club,0.0,8.0,0.0,5.25
https://www.fideltour.com/en/blog/marketing-en/segmentos-de-mercado-sector-hotelero/,0.0,8.0,0.0,6.25
https://intranet.fideltour.com/guest-portal/DFDL/unsubscribe/a397580ff8da621069bec54904b8b46e/,0.0,8.0,0.0,6.38
https://subdominio.fideltour.com/blog/fideltalks/fideltalks-videopodcast-fideltour/,0.0,8.0,0.0,6.75
https://intranet.fideltour.com/fr/guest-portal/9V6X/register/,0.0,8.0,0.0,8.88
https://www.fideltour.com/blog/author/estefania-duran/page/5/,0.0,8.0,0.0,9.0
https://backend.fideltour.com/t/link/c06ef4b6976db0b350e02fa102f6424a/9c2d112d19d6de27d3be1d337a7c0deb/,0.0,8.0,0.0,12.12
https://www.fideltour.com/pt-pt/tornar-se-um-parceiro/,0.0,8.0,0.0,15.25
https://www.fideltour.com/en/blog/fidelizacion-en/auditoria-de-fidelizacion-para-hoteles/,0.0,8.0,0.0,15.75
https://subdominio.fideltour.com/en/contact-2/,0.0,8.0,0.0,15.88
https://backend.fideltour.com/t/view/8b3bde118a13197d5e45a0f8f2f54e43/,0.0,8.0,0.0,16.62
https://subdominio.fideltour.com/blog/entrevistas/entrevista-victor-fernandez/,0.0,7.0,0.0,5.0
https://www.fideltour.com/casos-de-exito/hotel-urbano-centrico/,0.0,7.0,0.0,5.0
https://www.fideltour.com/blog/marketing/claves-pagina-web-hoteles-conversion/,0.0,7.0,0.0,7.14
https://www.fideltour.com/en/blog/tag/whatsapp-para-hoteles-en/,0.0,7.0,0.0,7.43
https://subdominio.fideltour.com/blog/,0.0,7.0,0.0,10.0
https://support.fideltour.com/portal/en/kb/articles/how-is-the-campaign-editor-used,0.0,7.0,0.0,12.43
https://subdominio.fideltour.com/blog/fideltour/fideltour-landings/,0.0,7.0,0.0,12.57
https://intranet.fideltour.com/en/guest-portal/D85L/unsubscribe/3785e25ac2151169f8e988c7b90122e3/?unsubscribe,0.0,7.0,0.0,35.0
https://subdominio.fideltour.com/blog/eventos/anato/,0.0,7.0,0.0,36.57
https://support.fideltour.com/portal/en/kb/general,0.0,7.0,0.0,56.86
https://backend.fideltour.com/api/contacts/subscription/?hc=Z66O&i=1687&lang=es,0.0,6.0,0.0,3.0
https://subdominio.fideltour.com/en/pricing-fideltour-dollars/,0.0,6.0,0.0,3.5
https://subdominio.fideltour.com/en/success-stories/success-story-urban-hotel-mij/,0.0,6.0,0.0,4.83
https://subdominio.fideltour.com/en/success-stories/success-story-vacation-protur/,0.0,6.0,0.0,5.67
https://support.fideltour.com/portal/en/kb/articles/how-to-change-the-fund-of-the-hotspot,0.0,6.0,0.0,6.0
https://subdominio.fideltour.com/blog/marketing/black-friday-promociones-hoteles/,0.0,6.0,0.0,7.0
https://backend.fideltour.com/t/link/dbea6aa471e3195e5b9125e2520098be/78c07f186625e4197c4d83b788da3404/,0.0,6.0,0.0,9.83
https://backend.fideltour.com/t/link/82d5ac5ac0b10a1d230fd3bfe88a69ec/6ec46012f0bfd2965b7f54833f8388dc/,0.0,6.0,0.0,10.17
https://support.fideltour.com/portal/en/kb/articles/how-do-i-create-and-schedule-an-automated-campaign,0.0,6.0,0.0,11.33
https://www.fideltour.com/pt-pt/historias-de-sucesso/estudo-de-caso-ferias-protur/,0.0,6.0,0.0,12.17
https://intranet.fideltour.com/fr/guest-portal/E7J3/?recover_password_t,0.0,6.0,0.0,18.5
https://intranet.fideltour.com/pt/guest-portal/9V6X/,0.0,6.0,0.0,32.5
https://backend.fideltour.com/t/view/431bea1f00b260c9ddd84dc90cdb5980/,0.0,6.0,0.0,33.67
https://subdominio.fideltour.com/blog/tag/encuestas-para-hoteles/,0.0,6.0,0.0,36.0
https://subdominio.fideltour.com/en/keytel-pt/,0.0,6.0,0.0,50.5
https://recruit.fideltour.com/jobs/home/21704000005529072/Key-Account-Manager?source=CareerSite,0.0,6.0,0.0,56.83
https://ia.roadmap.fideltour.com/app,0.0,6.0,0.0,68.33
https://recruit.fideltour.com/jobs/Careers/21704000004762031/Python-Developer?source=CareerSite,0.0,5.0,0.0,4.6
https://www.fideltour.com/pt-pt/politica-de-privacidade/,0.0,5.0,0.0,5.2
https://subdominio.fideltour.com/blog/entrevistas/entrevista-fermin-carmona/,0.0,5.0,0.0,6.0
https://subdominio.fideltour.com/casos-de-exito/hotel-vacacional/,0.0,5.0,0.0,6.0
https://backend.fideltour.com/t/view/0259258758c57e918d908cda53c3f02e/,0.0,5.0,0.0,6.2
https://support.fideltour.com/portal/en/kb/articles/where-and-how-do-i-view-my-campaign-statistics,0.0,5.0,0.0,6.4
https://support.fideltour.com/portal/en/kb/articles/fields-in-hotspot,0.0,5.0,0.0,6.6
https://subdominio.fideltour.com/blog/marketing/como-crear-una-landing-page/,0.0,5.0,0.0,6.8
https://www.fideltour.com/en/blog/fideltour-en/fideltour-landings/,0.0,5.0,0.0,7.0
https://www.fideltour.com/en/casos-de-exito/hotel-urbano-centrico/,0.0,5.0,0.0,7.6
https://support.fideltour.com/portal/en/kb/fideltour-landings,0.0,5.0,0.0,8.8
https://subdominio.fideltour.com/pt-pt/centralize-os-seus-dados-2/,0.0,5.0,0.0,9.0
https://www.fideltour.com/blog/recursos/acciones-para-incentivar-la-venta-directa-de-tu-hotel/,0.0,5.0,0.0,9.2
https://support.fideltour.com/portal/en/kb/articles/tips-for-getting-your-subscribers-to-click,0.0,5.0,0.0,10.6
https://backend.fideltour.com/t/view/f4192d7af3954b5918463bf5ad13b388/,0.0,5.0,0.0,12.4
https://subdominio.fideltour.com/bookassist-lp/,0.0,5.0,0.0,14.2
https://support.fideltour.com/portal/en/newticket,0.0,5.0,0.0,14.6
https://backend.fideltour.com/t/view/6aeb8851ace879b7bbe53796f2fdc01c/,0.0,5.0,0.0,16.2
https://subdominio.fideltour.com/en/blog/fidelizacion-en/hacer-encuesta-para-hoteles/,0.0,5.0,0.0,19.8
https://support.fideltour.com/portal/es/kb/fideltour-landings,0.0,5.0,0.0,20.0
https://www.fideltour.com/en/blog/fideltalks-en/fideltalks-episodio4-tendencias-marketing-hotelero/,0.0,5.0,0.0,21.8
https://social.roadmap.fideltour.com/,0.0,5.0,0.0,22.2
https://backend.fideltour.com/t/view/c6bb7b9efb683a09b4c93476380de220/,0.0,5.0,0.0,23.0
https://campaigns.roadmap.fideltour.com/app,0.0,5.0,0.0,57.0
https://intranet.fideltour.com/de/guest-portal/9V6X/register/,0.0,4.0,0.0,1.0
https://intranet.fideltour.com/guest-portal/DJMJ/unsubscribe/3592923e2b8fa5264525381d96ea70aa/,0.0,4.0,0.0,3.0
https://subdominio.fideltour.com/en/partners/,0.0,4.0,0.0,3.5
https://support.fideltour.com/portal/es/kb/articles/breve-tour-por-el-modulo-review,0.0,4.0,0.0,4.0
https://subdominio.fideltour.com/en/what-is-fideltour/,0.0,4.0,0.0,6.0
https://www.fideltour.com/en/thankyou-freemium/,0.0,4.0,0.0,6.0
https://www.fideltour.com/en/blog/recursos/,0.0,4.0,0.0,6.25
https://backend.fideltour.com/t/link/3592923e2b8fa5264525381d96ea70aa/87d4bfd38903d97fbe2e13e868854fb0/,0.0,4.0,0.0,7.0
https://www.fideltour.com/pt-pt/politica-de-cookies/,0.0,4.0,0.0,7.0
https://subdominio.fideltour.com/blog/marketing/whatsapp-hoteles-canal-comunicacion-millenials/,0.0,4.0,0.0,7.5
https://subdominio.fideltour.com/en/blog/fidelizacion-en/analitica-predictiva-hoteles/,0.0,4.0,0.0,7.75
https://subdominio.fideltour.com/blog/fideltalks/fideltalks-refineria-como-mejorar-la-venta-directa/,0.0,4.0,0.0,8.0
https://www.fideltour.com/blog/recursos/7-estructuras-de-e-mail-para-convertir/,0.0,4.0,0.0,9.0
https://backend.fideltour.com/t/view/d54d672d9dd199c9fb25f8273405c12c/,0.0,4.0,0.0,9.25
https://backend.fideltour.com/t/view/3592923e2b8fa5264525381d96ea70aa/,0.0,4.0,0.0,10.5
https://backend.fideltour.com/t/link/fe751e095819d1529036e1428f25189b/29f6acbc192322c5369fbdf7b31a1e02/,0.0,4.0,0.0,16.25
https://academy.fideltour.com/author/admin/,0.0,4.0,0.0,21.25
https://subdominio.fideltour.com/blog/crm/ventajas-integracion-datos-hoteles/,0.0,4.0,0.0,25.25
https://form.fideltour.com/d53a1859-0aaa-4e12-bbb5-76b37d44/?domain=www.gardenhotels.com&slug=de,0.0,4.0,0.0,26.5
https://recruit.fideltour.com/jobs/Careers/21704000004832063/QA-Tester?source=CareerSite,0.0,4.0,0.0,29.5
https://subdominio.fideltour.com/pt-pt/keytel-lp-4/,0.0,4.0,0.0,37.0
https://backend.fideltour.com/t/view/0aafe5784373c181a308afb5482afe1e/,0.0,4.0,0.0,45.75
https://backend.fideltour.com/t/view/d96d5538f7f2c50782d50918d5c36395/,0.0,4.0,0.0,89.0
http://www.fideltour.com/,0.0,3.0,0.0,1.0
https://fideltour.com/,0.0,3.0,0.0,1.33
https://subdominio.fideltour.com/recursos/cursos/,0.0,3.0,0.0,2.0
https://backend.fideltour.com/api/contacts/subscription/?hc=70L0&i&lang=ES&tags,0.0,3.0,0.0,2.67
https://subdominio.fideltour.com/blog/fideltour/fideltour-refineria-alianza-estrategica-sector-hotelero/,0.0,3.0,0.0,3.0
https://www.fideltour.com/pt-pt/academia-fideltour/workshops-fideltour/,0.0,3.0,0.0,3.0
https://subdominio.fideltour.com/blog/tag/entrevistas/,0.0,3.0,0.0,3.67
https://www.fideltour.com/blog/entrevistas/entrevista-fermin-carmona/,0.0,3.0,0.0,3.67
https://backend.fideltour.com/t/link/0a878d321d3fd8153612d73d7d826a6b/a5a85f29694991e09135d1da51aa35af/,0.0,3.0,0.0,4.67
https://subdominio.fideltour.com/zavia/,0.0,3.0,0.0,4.67
https://subdominio.fideltour.com/?fbth-tb=main-footer,0.0,3.0,0.0,5.0
https://subdominio.fideltour.com/blog/fidelizacion/fidelizacion-hotelera-tendencias/,0.0,3.0,0.0,5.0
https://www.fideltour.com/pt-pt/academia-fideltour/webinars-fideltour/,0.0,3.0,0.0,5.0
https://www.fideltour.com/pt-pt/contacto-2/,0.0,3.0,0.0,5.0
https://subdominio.fideltour.com/blog/category/fideltour/,0.0,3.0,0.0,5.33
https://subdominio.fideltour.com/blog/fidelizacion/inteligencia-artificial-hoteles/,0.0,3.0,0.0,6.0
https://subdominio.fideltour.com/blog/tag/marketing/,0.0,3.0,0.0,6.0
https://www.fideltour.com/pt-pt/keytel-lp-3/,0.0,3.0,0.0,6.33
https://subdominio.fideltour.com/blog/entrevistas/la-segmentacion-datos-es-clave/,0.0,3.0,0.0,6.67
https://academy.fideltour.com/events-with-calendar-list-pro-2/,0.0,3.0,0.0,7.0
https://support.fideltour.com/portal/en/kb/articles/use-of-dynamic-labels,0.0,3.0,0.0,7.0
